Under,Gary Trent Jr,-185,2.5
Over,Gary Trent Jr,-190,1.5
Under,Gary Trent Jr,140,1.5
Over,Giannis Antetokounmpo,105,13.5
Under,Giannis Antetokounmpo,-135,13.5
Over,Giannis Antetokounmpo,-102,13.5
Under,Giannis Antetokounmpo,-127,13.5
Over,Giannis Antetokounmpo,-105,13.5
Under,Giannis Antetokounmpo,-125,13.5
Over,Giannis Antetokounmpo,-138,12.5
Under,Giannis Antetokounmpo,104,12.5
Over,Giannis Antetokounmpo,-105,13.5
Under,Giannis Antetokounmpo,-125,13.5
Over,Giannis Antetokounmpo,-139,12.5
Under,Giannis Antetokounmpo,105,12.5
Over,Jaden McDaniels,118,5.5
Under,Jaden McDaniels,-158,5.5
Over,Jaden McDaniels,110,5.5
Under,Jaden McDaniels,-140,5.5
Over,Jaden McDaniels,112,5.5
Under,Jaden McDaniels,-148,5.5
Over,Jaden McDaniels,115,5.5
Under,Jaden McDaniels,-149,5.5
Over,Jaden McDaniels,110,5.5
Under,Jaden McDaniels,-150,5.5
Over,Jaden McDaniels,125,5.5
Under,Jaden McDaniels,-165,5.5
Over,Jarace Walker,-118,2.5
Under,Jarace Walker,-115,2.5
Over,Jarred Vanderbilt,117,3.5
Under,Jarred Vanderbilt,-152,3.5
Over,Jarred Vanderbilt,115,3.5
Under,Jarred Vanderbilt,-155,3.5
Over,Jaxson Hayes,110,2.5
Under,Jaxson Hayes,-143,2.5
Over,Jaxson Hayes,115,2.5
Under,Jaxson Hayes,-155,2.5
Over,Jaylen Brown,-110,6.5
Under,Jaylen Brown,-120,6.5
Over,Jaylen Brown,102,6.5
Under,Jaylen Brown,-136,6.5
Over,Jaylen Brown,-130,6.5
Under,Jaylen Brown,100,6.5
Over,Jaylen Brown,-115,6.5
Under,Jaylen Brown,-112,6.5
Over,Jaylen Brown,102,6.5
Under,Jaylen Brown,-136,6.5
Over,Jaylen Brown,-125,6.5
Under,Jaylen Brown,-105,6.5
Over,Jrue Holiday,-125,4.5
Under,Jrue Holiday,-105,4.5
Over,Jrue Holiday,-145,4.5
Under,Jrue Holiday,110,4.5
Over,Jrue Holiday,-128,4.5
Under,Jrue Holiday,-101,4.5
Over,Julius Randle,-118,6.5
Under,Julius Randle,-112,6.5
Over,Julius Randle,-130,6.5
Under,Julius Randle,100,6.5
Over,Julius Randle,-117,6.5
Under,Julius Randle,-114,6.5
Over,Julius Randle,-132,6.5
Under,Julius Randle,102,6.5
Over,Julius Randle,-140,6.5
Under,Julius Randle,105,6.5
Over,Julius Randle,-145,6.5
Under,Julius Randle,110,6.5
Over,Kentavious Caldwell-Pope,-145,2.5
Under,Kentavious Caldwell-Pope,114,2.5
Over,Kentavious Caldwell-Pope,-174,2.5
Under,Kentavious Caldwell-Pope,130,2.5
Over,Kentavious Caldwell-Pope,150,3.5
Under,Kentavious Caldwell-Pope,-200,3.5
Over,Kentavious Caldwell-Pope,-161,2.5
Under,Kentavious Caldwell-Pope,124,2.5
Over,Kentavious Caldwell-Pope,-143,2.5
Under,Kentavious Caldwell-Pope,108,2.5
Over,Kevin Porter Jr.,-105,2.5
Under,Kevin Porter Jr.,-125,2.5
Over,Kevin Porter Jr.,-101,2.5
Under,Kevin Porter Jr.,-128,2.5
Over,Kevin Porter Jr.,100,2.5
Under,Kevin Porter Jr.,-135,2.5
Over,Kristaps Porzingis,-135,7.5
Under,Kristaps Porzingis,105,7.5
Over,Kristaps Porzingis,-148,7.5
Under,Kristaps Porzingis,112,7.5
Over,Kristaps Porzingis,-125,7.5
Under,Kristaps Porzingis,-105,7.5
Over,Kristaps Porzingis,-130,7.5
Under,Kristaps Porzingis,100,7.5
Over,Kristaps Porzingis,-141,7.5
Under,Kristaps Porzingis,106,7.5
Over,Kristaps Porzingis,-125,7.5
Under,Kristaps Porzingis,-105,7.5
Over,Kyle Kuzma,-166,3.5
Under,Kyle Kuzma,130,3.5
Over,Kyle Kuzma,113,4.5
Under,Kyle Kuzma,-147,4.5
Over,Kyle Kuzma,110,4.5
Under,Kyle Kuzma,-150,4.5
Over,Kyle Kuzma,-172,3.5
Under,Kyle Kuzma,128,3.5
Over,Kyle Kuzma,-148,3.5
Under,Kyle Kuzma,110,3.5
Over,LeBron James,118,8.5
Under,LeBron James,-158,8.5
Over,LeBron James,120,8.5
Under,LeBron James,-154,8.5
Over,LeBron James,105,8.5
Under,LeBron James,-139,8.5
Over,LeBron James,-139,7.5
Under,LeBron James,107,7.5
Over,LeBron James,-140,7.5
Under,LeBron James,105,7.5
Over,LeBron James,-135,7.5
Under,LeBron James,105,7.5
Over,Luka Doncic,114,9.5
Under,Luka Doncic,-152,9.5
Over,Luka Doncic,-145,8.5
Under,Luka Doncic,114,8.5
Over,Luka Doncic,-103,9.5
Under,Luka Doncic,-130,9.5
Over,Luka Doncic,125,9.5
Under,Luka Doncic,-164,9.5
Over,Luka Doncic,110,9.5
Under,Luka Doncic,-150,9.5
Over,Luka Doncic,110,9.5
Under,Luka Doncic,-145,9.5
Over,Mike Conley,104,2.5
Under,Mike Conley,-135,2.5
Over,Mike Conley,105,2.5
Under,Mike Conley,-145,2.5
Over,Myles Turner,105,6.5
Under,Myles Turner,-135,6.5
Over,Myles Turner,-105,6.5
Under,Myles Turner,-123,6.5
Over,Myles Turner,-110,6.5
Under,Myles Turner,-120,6.5
Over,Myles Turner,-106,6.5
Under,Myles Turner,-125,6.5
Over,Myles Turner,-110,6.5
Under,Myles Turner,-120,6.5
Over,Myles Turner,-106,6.5
Under,Myles Turner,-127,6.5
Over,Naz Reid,-106,5.5
Under,Naz Reid,-125,5.5
Over,Naz Reid,-105,5.5
Under,Naz Reid,-125,5.5
Over,Naz Reid,109,5.5
Under,Naz Reid,-141,5.5
Over,Naz Reid,100,5.5
Under,Naz Reid,-135,5.5
Over,Naz Reid,105,5.5
Under,Naz Reid,-135,5.5
Over,Nickeil Alexander-Walker,-128,2.5
Under,Nickeil Alexander-Walker,-101,2.5
Over,Nickeil Alexander-Walker,-130,2.5
Under,Nickeil Alexander-Walker,100,2.5
Over,Obi Toppin,-110,3.5
Under,Obi Toppin,-120,3.5
Over,Obi Toppin,-112,3.5
Under,Obi Toppin,-115,3.5
Over,Obi Toppin,-130,3.5
Under,Obi Toppin,-105,3.5
Over,Obi Toppin,-110,3.5
Under,Obi Toppin,-120,3.5
Over,Obi Toppin,-117,3.5
Under,Obi Toppin,-114,3.5
Over,Paolo Banchero,105,9.5
Under,Paolo Banchero,-135,9.5
Over,Paolo Banchero,-136,8.5
Under,Paolo Banchero,102,8.5
Over,Paolo Banchero,-110,9.5
Under,Paolo Banchero,-118,9.5
Over,Paolo Banchero,-103,9.5
Under,Paolo Banchero,-125,9.5
Over,Paolo Banchero,102,9.5
Under,Paolo Banchero,-134,9.5
Over,Paolo Banchero,-110,9.5
Under,Paolo Banchero,-120,9.5
Over,Pascal Siakam,114,7.5
Under,Pascal Siakam,-145,7.5
Over,Pascal Siakam,112,7.5
Under,Pascal Siakam,-145,7.5
Over,Pascal Siakam,105,7.5
Under,Pascal Siakam,-140,7.5
Over,Pascal Siakam,104,7.5
Under,Pascal Siakam,-138,7.5
Over,Pascal Siakam,120,7.5
Under,Pascal Siakam,-160,7.5
